image_id,image_counter,caption
n04168199_9781,1,A group of people riding segways by the water near a temple.
n04168199_9781,2,A group of four people on segues pose in front of an colorful pagoda and river.
n04168199_9781,3,"Four people ride scooters along a garden path, in front of a Thai pavilion in a pond."
n04168199_9781,4,These women are taking a segway tour of a asian village.
n04168199_9781,5,Four women stand on Segways in some thick grass by a body of water.
n04168199_9862,1,A group of men on scooters giving things to people.
n04168199_9862,2,Two men ride Segways with company logos on them and hand things to children.
n04168199_9862,3,a man is giving something to the children from the wheel trolly
n04168199_9862,4,Two men ride through a Street Market on maroon Ford Fusion Segways.
n04168199_9862,5,Two men riding covered segways and handing items to children on a city street.
n04180888_11100,1,"An old, black, metal sextant with dials and measurements on it."
n04180888_11100,2,A measuring device that is black and metal
n04180888_11100,3,Some type of measuring instrument is resting on the carpet.
n04180888_11100,4,A black sexton lays on a light brown carpet.
n04180888_11100,5,A black metal instrument with numbers and simbol on it
n04180888_1515,1,A black device for measuring the angle is located.
n04180888_1515,2,A measuring device with at least two lenses.
n04180888_1515,3,A measuring device with an angle finder and an eyepiece.
n04180888_1515,4,"a navigation tool to determine the speed, direction and location used by sailors and pilots"
n04180888_1515,5,A measuring device that is made out of black steel.
n04180888_2422,1,An old fashioned tool made of brass and wood sits alone.
n04180888_2422,2,A gold contraption contains holes and holders mounted on a wooden board.
n04180888_2422,3,A gleaming gold sexton lays atop a brown box.
n04180888_2422,4,A navigational device that is made of brass.
n04180888_2422,5,A sextant with gold colored parts and a silver scale sits on a wood surface.
n04180888_3216,1,An object made of black metal and wood has parts that make it look like a protractor.
n04180888_3216,2,A black compass that has a large eyepiece and gold adjustment knobs.
n04180888_3216,3,A black and brown measuring device that has an angle finder and eyepiece and is laying on its side.
n04180888_3216,4,A black telescope sits on the edge of a black sextant.
n04180888_3216,5,A black and gold sexton lays flat on a surface.
n04180888_4080,1,A strange device made of metal may be used for navigation.
n04180888_4080,2,A metal mechanism with various parts is seen from below.
n04180888_4080,3,A navigational device that is made of metal with brass fittings.
n04180888_4080,4,A metal measuring device with an eyepiece and knobs.
n04180888_4080,5,A very fancy metal contraption  that  is very old looking
n04180888_4820,1,A small telescope sits affixed to the corner of a black sextant.
n04180888_4820,2,A black steel navigational device with an eyepiece.
n04180888_4820,3,A black and silver measuring device with degrees and an eyepiece.
n04180888_4820,4,a metal tool with a slider and an eyepiece that is shaped like a triangle
n04180888_4820,5,"Black and metal instrument that resembles a sextant, looks antique and has rust around the eyepiece."
n04180888_5987,1,A black sexton has a gold lens and bottom arc.
n04180888_5987,2,A antique black and bronze sexton shown with a white background.
n04180888_5987,3,A gold telescope points to the right as part of a black sextant.
n04180888_5987,4,Ablack ad gold measuring device with a gold eyepiece.
n04180888_5987,5,A navigational device that has some brass pieces on it.
n04180888_8500,1,"A nautical device for charting position by using the stars, in a wooden case."
n04180888_8500,2,Large sexton type instrument that is black in color lying in a wood box.
n04180888_8500,3,A black measuring device inside of a wooden case.
n04180888_8500,4,A navigational device that is metal and black in a wooden box.
n04180888_8500,5,A wooden case holding a small mechanical device sits open.
n04197391_11231,1,A man in a gray button up shirt with his hands in his pants pockets.
n04197391_11231,2,A man in a striped grey and white dress shirt puts his hands in his pockets and looks off to his right.
n04197391_11231,3,A man that is wearing a grey and white shirt.
n04197391_11231,4,"A man is wearing a long sleeve, grey striped shirt with his hands in his pockets."
n04197391_11231,5,A man in a light gray button down shirt looks off to the side.
n04197391_13706,1,A man in a black shirt while smiling and feeling happy.
n04197391_13706,2,Smiling man with thumbs in the front pockets of his blue jeans
n04197391_13706,3,A man in a black shirt with his thumbs in his front jean pockets.
n04197391_13706,4,A smiling man in a long sleeve black dress shirt holds his thumbs in the pockets of his jeans.
n04197391_13706,5,Adult male wearing dark colored shirt and bluejeans.
n04197391_15574,1,A black t shirt displays a red phrase and a red magic wand.
n04197391_15574,2,A black t-shirt that has red writing on it.
n04197391_15574,3,A black tee shirt has bright red text and an image.
n04197391_15574,4,A black T-shirt is stretched out to reveal the phrase how about a magic trick on the front.
n04197391_15574,5,A black t-shirt with red writing that says How About a Magic Trick.
n04197391_18597,1,A man holds his hand in his pocket and wears a blue short-sleeved shirt.
n04197391_18597,2,A man in a blue shirt has his left hand in his pants pocket.
n04197391_18597,3,A man wearing a pale blue collared button-down shirt with short sleeves has his left hand in his jeans pocket.
n04197391_18597,4,A man is wearing a light blue shirt and jeans.
n04197391_18597,5,A man that is wearing a blue shirt and standing around.
n04197391_3999,1,A blue long sleeved shirt with a pocket and tags attached hangs in front of a beige background.
n04197391_3999,2,A new blue shirt with thin stripes still has tags attached.
n04197391_3999,3,A collared men's shirt that is blue and has pink stripes on it.
n04197391_3999,4,A blue shirt with long sleeves hands on a wall.
n04197391_3999,5,Blue wrinkled shirt with sales tags hangs from wall.
n04197391_4733,1,"A mannequin wearing a reddish blouse, with patterned fabric patches"
n04197391_4733,2,A red shirt with patches around the neck and waist.
n04197391_4733,3,A red shirt with some items that are embroidered on it.
n04197391_4733,4,Colorful patches decorate a bright red blouse being worn by a mannequin.
n04197391_4733,5,"A red, long sleeve tunic has patchwork on the chest, lining the bottom edge and on part of the sleeves."
n04197391_6992,1,a striped boys collared button up shirt with black print writing on it
n04197391_6992,2,A plaid short sleeved shirt with black writing on it.
n04197391_6992,3,A shirt with colorful stripes and alphabets on it.
n04197391_6992,4,A white collared shirt with writing and brown stripes on it sits on a blue surface.
n04197391_6992,5,A t shirt that has a collar and striped lines.
n04197391_8396,1,A gray tshirt with white lettering across the front.
n04197391_8396,2,Dark grey color half handed single soft T-Shirt for man.
n04197391_8396,3,A grey t-shirt with white writing that is on it.
n04197391_8396,4,Dark short sleeved popular style shirt with funny saying.
n04197391_8396,5,A humorous saying is displayed on the chest of a gray shirt.
n04225987_12703,1,Colorful skateboard toppers lined up in a row.
n04225987_12703,2,A collection of skateboard decks with different designs on them.
n04225987_12703,3,Several designs that go on snowboards in a line.
n04225987_12703,4,Three colorful skateboard decks are on display with artwork on them.
n04225987_12703,5,Multi colored boards used for snow boarding activities
n04225987_13452,1,A persons feet in black shoes on a skateboard.
n04225987_13452,2,A person that is riding a skateboard while wearing jeans.
n04225987_13452,3,A skateboard is rolling across asphalt with tennis shoes and denim left on top of it.
n04225987_13452,4,A pair of feet in black and white sneakers stand on a skateboard.
n04225987_13452,5,A person is standing on a skateboard while wearing jeans and black sneakers.
n04225987_5124,1,a person removing the stickers from a skate board bottom
n04225987_5124,2,A man holds the end of a skateboard that is resting on its side on a silver trunk.
n04225987_5124,3,A skateboard that is being put together on a table.
n04225987_5124,4,Some is adjusting the wheels of a skateboard that is decorated with stickers.
n04225987_5124,5,A person working on the wheels of a skateboard that is turned sideways.
n04225987_6162,1,A young man on a skateboard doing tricks at a skate park.
n04225987_6162,2,A boy raises his arms as he rides a skateboard at the top of a ramp.
n04225987_6162,3,The trucks on this skateboard is barely touching the wall.
n04225987_6162,4,A man is skateboarding on the corner of the skatepark wall.
n04225987_6162,5,Young boy scatting in diving position on the side of the public road.
n04225987_6536,1,A pink skateboard that is laying on some concrete.
n04225987_6536,2,A pink skateboard with worn off stickers lays wheel side up on the ground.
n04225987_6536,3,A pink skateboard reveals the art on its underside.
n04225987_6536,4,The back of a pink skateboard shows scoff marks and graffiti.
n04225987_6536,5,A brightly colored skateboard sits wheels up on the ground and displays signs of wear.
n04225987_6665,1,A young man with a black shirt and jeans holds a skateboard under his feet at the top of a ramp.
n04225987_6665,2,A man that is riding an orange skateboard at a skate park.
n04225987_6665,3,A young man wearing jeans and a black t-shirt riding a skateboard at a skate park.
n04225987_6665,4,A ma with long hair standing on a tipped up skateboard.
n04225987_6665,5,A young man does a skateboard trick on a concrete skate ramp.
n04225987_6877,1,Young adult man rides skateboard on city walkway.
n04225987_6877,2,A man that is riding a skateboard on the sidewalk
n04225987_6877,3,A young man skateboarding on a busy city sidewalk.
n04225987_6877,4,Young boy skating on skate board in public road.
n04225987_6877,5,A young man in a white shirt rides a skateboard down a sidewalk with a bus in the background.
n04225987_7933,1,Green colored elongated board with trucked wheels of riding enjoyment.
n04225987_7933,2,The word penguin written in script decorates the bottom of a skateboard.
n04225987_7933,3,Penguin is written in Black fancy script on the green background on the bottom of a skateboard deck.
n04225987_7933,4,A green skateboard with black writing on it.
n04225987_7933,5,The underside of a skateboard is green and says Penguin.
n04233124_12727,1,"A tall building with a round top stands against a cloudy, gray sky."
n04233124_12727,2,A tall building with a silver dome on top.
n04233124_12727,3,A tall building that has a white dome on the top of it.
n04233124_12727,4,A large multistory building with a dome on the top
n04233124_12727,5,Tallest ash color building in city with sky background.
n04233124_13344,1,American flags wave on a brick building with a tall white building in the background.
n04233124_13344,2,A very tall building in the background of some other buildings with flags on them.
n04233124_13344,3,two american flags were flying near the empire states building
n04233124_13344,4,A large building with a spire on top acoss fom a brick building with flags.
n04233124_13344,5,Flags fly from the sides of buildings with a skyscraper in the background.
n04233124_14573,1,A tall white building with black reflective windows.
n04233124_14573,2,A tall stone and glass building with many windows.
n04233124_14573,3,Tall white rectangular building with a lot of windows against a blue sky with one cloud to the right of it.
n04233124_14573,4,A white building covered with windows juts up into the sky.
n04233124_14573,5,A high rise building during the daytime with a cloudy sky.
n04233124_14971,1,A large downtown area has many impressive skyscrapers.
n04233124_14971,2,a city view with very high buildings of multiple story's
n04233124_14971,3,A city skyline with many skyscrapers beside a river.
n04233124_14971,4,Several tall buildings are viewed from above in a large city.
n04233124_14971,5,Top & long view of large buildings covered vast areas in city.
n04233124_15821,1,High rise business or apartment building that is white in color and has a swirl effect to it on the outside made of metal beams.
n04233124_15821,2,A twisty metal frame extends from the wall of a tall building.
n04233124_15821,3,"A tall, curved building with many windows juts high into the air."
n04233124_15821,4,A concave skyscraper with diagonal and vertical beams attached to it stands before a clear blue sky.
n04233124_15821,5,A tall white building with some metal accents on it.
n04233124_17123,1,A tall skyscraper with glass windows underneath clouds in the sky
n04233124_17123,2,Tall skyscraper with many windows seen soaring high into the sky.
n04233124_17123,3,"A tall skyscraper as seen from below, the blue sky peppered with clouds is seen above."
n04233124_17123,4,A tall building with many glass windows beside another similar building.
n04233124_17123,5,A tall building with glass sides extends into a cloudy sky.
n04233124_18339,1,A tall building with balconies rises up into the sky that is dotted with puffy white clouds.
n04233124_18339,2,Balconies are shown on various floors of an octagonal apartment skyscraper.
n04233124_18339,3,Multi-tiered modern structure used for personal living spaces.
n04233124_18339,4,A building that has few windows and a lot of concrete.
n04233124_18339,5,A building with alternating brick sections and window sections stands against a cloudy yet bright sky.
n04233124_24091,1,A very tall building that has mirrored windows on it.
n04233124_24091,2,A large glass building that has three towers.
n04233124_24091,3,A building with glass sides stretches into a partially cloudy sky.
n04233124_24091,4,A tall skyscraper made of reflective mirror windows.
n04233124_24091,5,A skyscraper has four separate tall skyscraper sections made of glass extending high up into the sky.
n04254680_10097,1,This is a new soccer ball ready for use.
n04254680_10097,2,A soccer ball that has blue and gold writing on it.
n04254680_10097,3,white soccer ball with blue accents and a bit of gold
n04254680_10097,4,A soccer ball with colors of white and blue.
n04254680_10097,5,A white and blue soccer ball with gold logos.
n04254680_10170,1,A plastic soccer ball sits on a table next to a styrofoam cup.
n04254680_10170,2,An inflatable soccer ball with wrinkles where more air could accommodate sits on a speckled floor by a beam.
n04254680_10170,3,An inflatable black and white soccer ball by a white styrofoam cup.
n04254680_10170,4,A semi-inflated white and black football ball in front of other items.
n04254680_10170,5,An inflatable party decoration that looks like a soccer ball.
n04254680_1190,1,A dirty soccer ball on a stone pedestal with a sign labeling it.
n04254680_1190,2,A soccer ball sits atop a stone pedestal with a sign in front of it in Asian characters.
n04254680_1190,3,A soccer ball that is sitting on top of a plinth.
n04254680_1190,4,A weathered-looking soccer ball sits on a display stand with some writing in front of it.
n04254680_1190,5,A soccer ball sits on a small podium with a card.
n04254680_1247,1,A white soccer ball with blue and silver stars sitting in mud.
n04254680_1247,2,Blue stars adorn a white soccer ball as it sits next to some thick grass.
n04254680_1247,3,A soccer ball with blue stars on it sits on a clay surface by green grass.
n04254680_1247,4,A white soccer ball has dark and light blue stars.
n04254680_1247,5,A soccer ball that has some blue stars on it.
n04254680_1740,1,A silver soccer ball with blue stripes and a black logo.
n04254680_1740,2,A soccer ball has blue stripes and a Campea logo in the center.
n04254680_1740,3,A white soccer ball with blue stripes on it.
n04254680_1740,4,A black logo and brand name adorns the side of a white soccer ball.
n04254680_1740,5,"A white, black, and blue soccer ball with the logo name on it."
n04254680_2701,1,Colorful ball used for sport event using feet.
n04254680_2701,2,A soccer ball sits by the bottom of a leg wearing denim on a patio.
n04254680_2701,3,A soccer ball that has some red stripes on it.
n04254680_2701,4,Red stripes adorn a weathered white soccer ball that sits on a concrete sidewalk.
n04254680_2701,5,A dirty white and red soccer ball sitting on a sidewalk made of pavers.
n04254680_3842,1,A green and white soccer bowl is sitting in the tall grass.
n04254680_3842,2,A white and green soccer ball sitting in some tall grass.
n04254680_3842,3,a white and green foot ball is on the grass field
n04254680_3842,4,A white soccer ball with green stripes sits in some thick grass.
n04254680_3842,5,White soccer ball with green accents sitting on top of longer grass in a field.
n04254680_43,1,A boy looks down at the soccer ball and moves toward it as other players look on.
n04254680_43,2,A boy that is playing soccer on a field.
n04254680_43,3,A boy in a blue and yellow soccer uniform is about to kick a soccer ball with opposing team mates watching his move.
n04254680_43,4,a young man with curly hair playing soccer
n04254680_43,5,A boy in a uniform is kicking a soccer ball on a field.
n04255586_1521,1,Two gold cans with blue logos on them lie in some thick mud.
n04255586_1521,2,Two tins of soft drinks in the iced water.
n04255586_1521,3,A gold can of cola sitting beside a similar can that has been crushed.
n04255586_1521,4,Two cans of beer with moisture on them and one is crumpled up.
n04255586_1521,5,A pair of golden beer cans sitting outdoors.
n04255586_2163,1,"An aluminum soda can, against a plain white background."
n04255586_2163,2,Light reflects off the top of an aluminum soda can.
n04255586_2163,3,Metallic soft drink can that is red with white writing on the front describing which brand it is.
n04255586_2163,4,A soda can that is red with some white writing on it.
n04255586_2163,5,A red soda can with white writing that has the tab opened.
n04255586_3274,1,Two empty soda cans lay on each side of a snuffbox and a lighter.
n04255586_3274,2,Two soda can sitting on either side of a silver tin with drugs in it.
n04255586_3274,3,A can of spices sitting between two soda cans.
n04255586_3274,4,"Two empty cans, a lighter, and a weed crusher on a table."
n04255586_3274,5,A couple of soda cans that are crushed sitting on a table.
n04255586_4487,1,A bunch of different flavored soda cans stacked on top of each other.
n04255586_4487,2,Eight different cans of beverages layered in two rows.
n04255586_4487,3,A collection of soda cans that are stacked on top of each other.
n04255586_4487,4,8 cans of various flavors of soda are stacked for side-by-side in two rows
n04255586_4487,5,Several cans of various types and brands sit on top of other cans of beverages.
n04255586_449,1,A closeup of three red soda cans with a famous brand on it.
n04255586_449,2,"Coke can with Spanish text, showing a coke bottle as the sun."
n04255586_449,3,This coke can has Spanish writing on it.
n04255586_449,4,"Red, white, yellow and black cans with a popular soda in them."
n04255586_449,5,A collection of red soda cans that are all sitting near each other.
n04255586_62,1,A green can with a yellow and red label that has juice in it.
n04255586_62,2,Kickapoo Joy Juice in a bright green can.
n04255586_62,3,A yellow and red logo adorns the side of a green beverage can.
n04255586_62,4,a   green color juice tin with brand name on it
n04255586_62,5,A slightly overhead shot of a green soda can with red writing.
n04255586_626,1,A variety of empty soft drink and beer cans.
n04255586_626,2,A pile of aluminum soda and beer cans that are open and empty.
n04255586_626,3,Several empty aluminum cans sit bunched together in a pile.
n04255586_626,4,Assortment of tin containers for various beverages shown empty and discarded.
n04255586_626,5,A bunch of soda and beer cans stacked together.
n04255586_878,1,A can of Coca Cola sits open on the edge of a table.
n04255586_878,2,A can of soda that is resting on a table.
n04255586_878,3,A red and white soda can with the tab opened.
n04255586_878,4,Can of soda with a promotional label for an amusement park.
n04255586_878,5,A yellow bar advertises an offer on the rim of a red soda can.
n04272054_15977,1,A man that is wearing glasses that have a black frame.
n04272054_15977,2,A man wearing glasses looks off to the side.
n04272054_15977,3,A man wearing dark rimmed eyeglasses that has dark hair.
n04272054_15977,4,a man wearing eye glass looking some where eagerly
n04272054_15977,5,A man wearing black rim glasses stares off to his left in a close up.
n04272054_21409,1,"One octagonal set set, and three more round shaped glasses without arms are lined up on a table."
n04272054_21409,2,Four pairs of eyeglasses without frames are laying out flat.
n04272054_21409,3,A collection of glasses with different shaped lenses.
n04272054_21409,4,A large pair of glasses dwarfs three other smaller pairs of glasses.
n04272054_21409,5,There are many style of eye glasses shown here.
n04272054_29465,1,A pair of googles cast their reflection on a blue surface.
n04272054_29465,2,A pair of safety glasses that are on a table.
n04272054_29465,3,Clear plastic examination glasses with black plastic ear pieces.
n04272054_29465,4,Safety goggles with black earpieces reflect off a blue surface.
n04272054_29465,5,"A special pair of glasses, most likely for industrial purposes due to their shape and the magnificent zoom, reflects its shadow on the blue background."
n04272054_38478,1,A pair of black rimmed eyeglasses setting on a white counter.
n04272054_38478,2,A pair of glasses casts a shadow on a white surface.
n04272054_38478,3,A pair of glasses that have a black metal frame on othem.
n04272054_38478,4,A pair of black framed eye glasses on a white surface.
n04272054_38478,5,A pair of glasses with squared frames sit open.
n04272054_48893,1,A woman in a black shirt and glasses is looking towards the camera.
n04272054_48893,2,A woman wearing glasses that have a silver frame and a black shirt.
n04272054_48893,3,A woman with large eyeglasses that still have a sticker on the lens.
n04272054_48893,4,A woman is wearing a black shirt and a pair of glasses.
n04272054_48893,5,Objects reflect off the lenses on a smiling woman's eyeglasses.
n04272054_53265,1,A pair of glasses lay partway out of a glass case over a cleaning cloth.
n04272054_53265,2,A pair of black rimmed eyeglasses beside the case they go in.
n04272054_53265,3,A pair of glasses that have a black frame sitting on their case.
n04272054_53265,4,A pair of eyeglasses sits partially out of an eyeglass case.
n04272054_53265,5,Hard case with wiping cloth for use with eye wear.
n04272054_56965,1,A close up of one brown eye of a woman's face covered by a a cat eye shaped eyeglass frame.
n04272054_56965,2,A person with dark hair wearing a pair of black glasses.
n04272054_56965,3,The eye ofa woman that has black rimmed eyeglasses and brown eyes.
n04272054_56965,4,A woman that is wearing some black glasses.
n04272054_56965,5,A dark-haired woman in glasses looks slightly to her side.
n04272054_61432,1,A woman's hand holding a pair of brown eyeglasses.
n04272054_61432,2,A person that is holding a pair of eyeglasses.
n04272054_61432,3,A person holds pair of glasses between their thumb and forefinger.
n04272054_61432,4,A woman's hand holds a pair of tortoise brown and tan sunglasses.
n04272054_61432,5,A persons hands holding a pair of brown framed eyeglasses.
n04273569_10766,1,A sleek power boat is near the shore with a number of people aboard.
n04273569_10766,2,four people in a red white and blue boat
n04273569_10766,3,A blue and white boat with a family of people on it.
n04273569_10766,4,Soon as their son gets on board the family will go boating.
n04273569_10766,5,"Several people sit in a white, blue, and orange speedboat in shallow, clear water."
n04273569_13211,1,A man sits in a speedboat as it cuts through a large body of water.
n04273569_13211,2,"a yellow, white and green speedboat in the ocean"
n04273569_13211,3,A man drives a white boat with yellow and green markings.
n04273569_13211,4,A yellow boat that is riding over the water.
n04273569_13211,5,A large white and yellow speed boat moving through the water.
n04273569_14844,1,A white boat that is in the air above the water.
n04273569_14844,2,three  people are in white boat which sails  very fast on  sea
n04273569_14844,3,Family on board small and fast boat skimming on the water.
n04273569_14844,4,A white speed boat with people in it that is jumping waves.
n04273569_14844,5,white boat with people is floating very fast & splashing water in sea.
n04273569_16391,1,Two people in red and white helmets and goggles in a small blue and white boat riding on rough water.
n04273569_16391,2,These two friends are enjoying speed boating in the ocean.
n04273569_16391,3,A blue boat that has two people on it skipping across the waves.
n04273569_16391,4,Two men in helmets race in a speedboat. Ocean platforms are in the distance.
n04273569_16391,5,Two men in orange helmets on a speedboat speeding through the water.
n04273569_17297,1,two blue and red speed boats were racing in the water
n04273569_17297,2,A green speedboat trails behind a pink speedboat in some choppy water.
n04273569_17297,3,"A blue and a red speedboat move through the water, the red boat in the lead."
n04273569_17297,4,A blue boat and a red boat racing in water.
n04273569_17297,5,A red and blue boat racing each other on the water.
n04273569_18096,1,A blue motorboat is on a trailer inside of a building.
n04273569_18096,2,A boat is on display inside of a building.
n04273569_18096,3,A blue boat that is parked on a black trailer in a showroom.
n04273569_18096,4,A blue and white speed boat sitting on a trailer in a building.
n04273569_18096,5,A blue boat sits parked on a trailer inside a large room.
n04273569_4437,1,A bunch of people that are riding in a yellow boat.
n04273569_4437,2,Several people sit inside a yellow boat with a light atop it as it cuts through the water.
n04273569_4437,3,A slim yellow boat with a shark face painted on it moves through the water.
n04273569_4437,4,"A yellow speedboat called Rocket painted yellow with a red nose, teeth, and an eye and several passengers riding inside."
n04273569_4437,5,A large yellow boat that has a face on it and is hauling people.
n04273569_6437,1,Two helmeted men ride in a sleek yellow racing boat.
n04273569_6437,2,Two people wearing red helmets are in a green or yellow racing boat.
n04273569_6437,3,Two riders in red helmets ride in a bright green speedboat with black wording on it.
n04273569_6437,4,Two people with orange helmets sitting in a yellow racing boat.
n04273569_6437,5,A pair of people that are driving a yellow boat.
n04284002_10270,1,Serving spoons and flat wear with thick mottled handles lay on a black surface.
n04284002_10270,2,Silverware with brown and black handles sitting on a black surface.
n04284002_10270,3,Several pieces of silverware sit arranged on a black table.
n04284002_10270,4,"Three different type of serving spoons, a large and a small set of spoon fork and knife all have wood handles and sit on a black table."
n04284002_10270,5,A collection of silverware that is used to serve food.
n04284002_13083,1,An assortment of gold plated eating utensils are arranged neatly on a white table.
n04284002_13083,2,Several pieces of silverware with gold handles lie on top of a white table.
n04284002_13083,3,and old-time silverware set that is silver and gold laying on a table with a platter
n04284002_13083,4,A table full of gold silverware and small trinkets.
n04284002_13083,5,A large collection of flatware that is gold in color.
n04284002_14660,1,A line of silver utensils where some have been flattened.
n04284002_14660,2,Old silver utensils in varying sizes lined up by height.
n04284002_14660,3,A collection of silverware that shows how a spoon is made.
n04284002_14660,4,"an antique designer spoons was placed in a row, how it is made from a metal stick."
n04284002_14660,5,A spoon sits on a gray surface next to several other pieces of metal that resemble spoons.
n04284002_15184,1,Fork tines laying on a brown surface sparkle in the sunlight.
n04284002_15184,2,Two forks and a spoon with a bright light being shined on then.
n04284002_15184,3,Two forks sit next to each other and near a spoon with light shining on them.
n04284002_15184,4,Eating utensils sit on table top for use with meal.
n04284002_15184,5,A bunch of forks that are sitting on a table.
n04284002_15310,1,"Spoon, knife and fork sitting on a white table cloth with a white plate to the right and some white item sitting above."
n04284002_15310,2,"Three pieces of silverware laying on a table, a spoon, a fork, and a knife."
n04284002_15310,3,"A silver spoon, fork, and knife on aa white table near a plate and cup."
n04284002_15310,4,"A spoon, fork, and knife sit on a white table next to a white bowl."
n04284002_15310,5,"A spoon, fork, and knife that are sitting on a table."
n04284002_18325,1,Four spoons are sitting beside each other reflecting light.
n04284002_18325,2,A bunch of silver spoons that are sitting on a table.
n04284002_18325,3,4 silver spoon sitting all in a row
n04284002_18325,4,Four shiny silver spoons are lined up side by side.
n04284002_18325,5,Four silver spoons against a white backdrop that is lit up.
n04284002_20945,1,A set of silver spoons in a box.
n04284002_20945,2,A black box holds six shiny silver spoons.
n04284002_20945,3,Six metal spoons in a dark grey box.
n04284002_20945,4,A box with six silver spoons displayed inside.
n04284002_20945,5,Six spoons are separated in their original packaging.
n04284002_21913,1,"Spoons, forks and knives on a steel plate"
n04284002_21913,2,"Piles of tarnished spoons, forks, and butter knifes sit on a tarnished old plate."
n04284002_21913,3,"A plate filled with spoons, forks, and butter knives."
n04284002_21913,4,"Tarnished spoons, knives and forks rest on a silver plate."
n04284002_21913,5,A silver plate filled with vaious old silverware.
n04313503_17853,1,A black steering wheel over dashboard that is black where the controls are and cream below.
n04313503_17853,2,a cars steering wheel in working condition with sandal color dash board.
n04313503_17853,3,A dashboard instrument panel can be seen through the steering wheel of a car.
n04313503_17853,4,A steering wheel that is black in a vehicle that has a black and white dash.
n04313503_17853,5,A black steering wheel with a car company logo in the middle.
n04313503_19773,1,A steering wheel and the controls of an automobile located on the dashboard.
n04313503_19773,2,Several dials and gauges are visible on a dashboard behind a black steering wheel.
n04313503_19773,3,The interior of a car with a black and chrome steering wheel and many dials.
n04313503_19773,4,A wheel from a car that has been stripped of the buttons
n04313503_19773,5,The steering wheel and dashboard of an older model vehicle.
n04313503_20808,1,The steering wheel of a car is visible through the window on the right side of the vehicle.
n04313503_20808,2,A tan steering wheel is shown on the right side in a 1950's style car.
n04313503_20808,3,A white car that has a white steering wheel on it.
n04313503_20808,4,The dashboard of a classic car is partially visible behind a steering wheel.
n04313503_20808,5,Round wheel used to steer motor vehicle shown in older car.
n04313503_21714,1,The dashboard and steering wheel of a vintage car.
n04313503_21714,2,The interior of a classic automobile showing a steering wheel and gauge cluster.
n04313503_21714,3,The inside of a vintage car shows the steering wheel on the right side.
n04313503_21714,4,A black steering wheel emerges from a dashboard with a vintage-looking instrument panel.
n04313503_21714,5,A steering wheel in a car with a vintage dashboard.
n04313503_22884,1,A white steering wheel and dashboard in an older model car.
n04313503_22884,2,A white steering wheel with a red horn button.
n04313503_22884,3,a white steering wheel with red logo in the center
n04313503_22884,4,A classic dashboard sits behind a white steering wheel.
n04313503_22884,5,A steering wheel has a red horn and is partly made of metal.
n04313503_23067,1,The steering wheel of a vehicle with a company logo in the middle.
n04313503_23067,2,"Modern, gray steering wheel, with button controls and manufacturer's logo."
n04313503_23067,3,The logo of an automotive manufacturer decorates the center of a steering wheel.
n04313503_23067,4,The center console of a Toyota steering wheel.
n04313503_23067,5,A steering wheel from a car with a black leather cover.
n04313503_23211,1,A car that has a a perfectly round steering wheel that is white.
n04313503_23211,2,A vintage steering wheel in a restored car.
n04313503_23211,3,The dashboard and steering wheel inside a vintage car.
n04313503_23211,4,Steering wheels like this are often found in antique cars.
n04313503_23211,5,Sun shining in the windshield of a very old car casting shadows on the white and brown steering wheel.
n04313503_25193,1,A steering wheel is in view with an expensive looking logo in the middle.
n04313503_25193,2,A closeup of a black steering wheel with a logo on it.
n04313503_25193,3,A close up of a steering wheel and numbers on a dashboard.
n04313503_25193,4,A steering wheel that is in a car with a red dashboard.
n04313503_25193,5,Only a half  part of steering showed in  a car
n04320973_10759,1,A metal cheese grater is very shiny and impressive.
n04320973_10759,2,A pair of bicycle pedals that are silver in color.
n04320973_10759,3,two silver metal footrests for riding a horse with a sadle
n04320973_10759,4,Two silver stirrups that are not attacched to a saddle.
n04320973_10759,5,A pair of shiny silver stirrups arranged one in front of the other.
n04320973_12980,1,A piece of metal that is designed to hold some towels from it.
n04320973_12980,2,Metal stepping apparatus made of chrome on display.
n04320973_12980,3,A sliver stirrup that is not attached to a saddle.
n04320973_12980,4,Light reflects off a metal apparatus that is sitting on a blue table.
n04320973_12980,5,"A solid, silver curving bar has a hole in the top that is oblong so that a hand can fit through it."
n04320973_14553,1,An ornate piece of metal that has an intricate carving on its handle.
n04320973_14553,2,An ornate design comprises the top handle of a metal apparatus.
n04320973_14553,3,a vintage looking old silver metal grater that has been worn
n04320973_14553,4,A rusted silver sculpture has a gold decorated handle on it.
n04320973_14553,5,An old metal stirrup with a carved design on the top of it.
n04320973_15299,1,A single silver stirrup sits on a white surface.
n04320973_15299,2,A rusty metal piece of metal that appears to be a handle.
n04320973_15299,3,An old metal stirrup sitting by itself that has rusted.
n04320973_15299,4,A metal pedal of some sort sitting on a table.
n04320973_15299,5,A metal object with an oval bottom and a half circle as a handle.
n04320973_21297,1,A wooden hook with some gold wings that are printed on it.
n04320973_21297,2,An old metal stirrup with a gold wing attached to it.
n04320973_21297,3,A Golden wing is attached to a wood wing on a door knocker.
n04320973_21297,4,Riding gear with a winged metal piece atop tightly coiled rope
n04320973_21297,5,A golden wing adorns a well worn belt buckle.
n04320973_5946,1,Cowboy boots with fancy spurs stick out of leather stirrups.
n04320973_5946,2,A boot with a spur on it sits in the stirrup of a saddle.
